object_type,prior,train_size,seed,prediction_error,structural_violation
rigid,none,8,0,0.38623109459877014,0.23106174170970917
rigid,global,8,0,0.4535871148109436,0.06746511906385422
rigid,part,8,0,0.4535871148109436,0.06746511906385422
articulated,none,8,0,0.33915194869041443,0.13473226130008698
articulated,global,8,0,0.3586861193180084,0.11574527621269226
articulated,part,8,0,0.35379496216773987,0.09515798836946487
